sample    	read_local_address                                             	contig_local_address                                             	fwd                                                                     	rev                                                                     	contigs                                         	Date      	Depth 	Ocean   	Location	Lon      	Lat       	cruise_id	cruise_station
SRR5720335	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720335/SRR5720335_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/005/SRR5720335/SRR5720335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/005/SRR5720335	2004-03-23	180   	Atlantic	BATS    	-17.0173 	-30.6052  	BATS186  	BATS
SRR5720336	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720336/SRR5720336_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/006/SRR5720336/SRR5720336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/006/SRR5720336	2004-01-27	180   	Atlantic	BATS    	-17.0173 	-30.6052  	BATS184  	BATS
SRR5720337	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720337/SRR5720337_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/007/SRR5720337/SRR5720337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/007/SRR5720337	2004-03-23	1     	Atlantic	BATS    	-22.4732 	-32.7487  	BATS186  	BATS
SRR5720338	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720338/SRR5720338_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/008/SRR5720338/SRR5720338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/008/SRR5720338	2004-01-27	1     	Atlantic	BATS    	-22.4732 	-32.7487  	BATS184  	BATS
SRR5720339	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720339/SRR5720339_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/009/SRR5720339/SRR5720339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/009/SRR5720339	2004-01-27	40    	Atlantic	BATS    	-22.4732 	-32.7487  	BATS184  	BATS
SRR5720340	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720340/SRR5720340_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/000/SRR5720340/SRR5720340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/000/SRR5720340	2003-10-07	80    	Atlantic	BATS    	-26.0867 	-34.2585  	BATS181  	BATS
SRR5720341	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720341/SRR5720341_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/001/SRR5720341/SRR5720341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/001/SRR5720341	2003-10-07	180   	Atlantic	BATS    	-26.0867 	-34.2585  	BATS181  	BATS
SRR5720342	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720342/SRR5720342_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/002/SRR5720342/SRR5720342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/002/SRR5720342	2004-12-08	1     	Atlantic	BATS    	-26.0867 	-34.2585  	BATS195  	BATS
SRR5720343	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720343/SRR5720343_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/003/SRR5720343/SRR5720343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/003/SRR5720343	2004-12-08	100   	Atlantic	BATS    	-29.0538 	-35.8078  	BATS195  	BATS
SRR5720344	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720344/SRR5720344_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR572/004/SRR5720344/SRR5720344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR572/004/SRR5720344	2004-09-14	180   	Atlantic	BATS    	-29.0538 	-35.8078  	BATS192  	BATS
SRR5787989	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5787989/SRR5787989_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5787989/SRR5787989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5787989	2011-03-12	9     	Atlantic	GA02    	-29.0538 	-35.8078  	JC057    	7
SRR5787990	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5787990/SRR5787990_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5787990/SRR5787990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5787990	2011-03-12	50    	Atlantic	GA02    	-32.092  	-37.4563  	JC057    	7
SRR5787991	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5787991/SRR5787991_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5787991/SRR5787991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5787991	2011-06-15	33    	Pacific 	GP13    	-32.092  	-37.4563  	TAN1109  	GT10
SRR5787992	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5787992/SRR5787992_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5787992/SRR5787992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5787992	2011-03-11	149   	Atlantic	GA02    	-32.46367	-159.01933	JC057    	6
SRR5787993	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5787993/SRR5787993_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5787993/SRR5787993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5787993	2011-11-19	109.7 	Atlantic	GA03    	-32.46367	-159.01933	KN204    	10
SRR5787994	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5787994/SRR5787994_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5787994/SRR5787994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5787994	2011-11-19	182.4 	Atlantic	GA03    	-32.46367	-159.01933	KN204    	10
SRR5787995	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5787995/SRR5787995_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5787995/SRR5787995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5787995	2011-05-14	15    	Pacific 	GP13    	-32.46367	-159.01933	SS2011   	2
SRR5787996	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5787996/SRR5787996_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5787996/SRR5787996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5787996	2011-05-14	50    	Pacific 	GP13    	-32.46367	-159.01933	SS2011   	1
SRR5787997	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5787997/SRR5787997_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5787997/SRR5787997_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5787997	2011-05-14	50    	Pacific 	GP13    	-32.4875 	-169.991  	SS2011   	2
SRR5787998	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5787998/SRR5787998_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5787998/SRR5787998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5787998	2011-05-14	30    	Pacific 	GP13    	-32.4875 	-169.991  	SS2011   	2
SRR5787999	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5787999/SRR5787999_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5787999/SRR5787999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5787999	2010-05-22	151   	Atlantic	GA02    	-32.4885 	-151.9995 	PE319    	18
SRR5788000	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788000/SRR5788000_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788000/SRR5788000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788000	2010-05-22	76    	Atlantic	GA02    	-32.4885 	-151.9995 	PE319    	18
SRR5788001	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788001/SRR5788001_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788001/SRR5788001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788001	2011-05-14	15    	Pacific 	GP13    	-32.4885 	-151.9995 	SS2011   	1
SRR5788002	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788002/SRR5788002_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788002/SRR5788002_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788002	2010-05-22	201   	Atlantic	GA02    	-32.4885 	-151.9995 	PE319    	18
SRR5788003	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788003/SRR5788003_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788003/SRR5788003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788003	2011-05-14	100   	Pacific 	GP13    	-32.4885 	-151.9995 	SS2011   	2
SRR5788004	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788004/SRR5788004_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788004/SRR5788004_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788004	2011-05-14	75    	Pacific 	GP13    	-32.49367	-169.99517	SS2011   	2
SRR5788005	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788005/SRR5788005_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788005/SRR5788005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788005	2011-12-01	65.2  	Atlantic	GA03    	-32.49367	-169.99517	KN204    	18
SRR5788006	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788006/SRR5788006_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788006/SRR5788006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788006	2011-12-01	38.9  	Atlantic	GA03    	-32.49367	-169.99517	KN204    	18
SRR5788007	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788007/SRR5788007_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788007/SRR5788007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788007	2011-11-16	291.5 	Atlantic	GA03    	-32.49367	-169.99517	KN204    	8
SRR5788008	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788008/SRR5788008_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788008/SRR5788008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788008	2011-11-16	237.3 	Atlantic	GA03    	-32.49367	-169.99517	KN204    	8
SRR5788009	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788009/SRR5788009_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788009/SRR5788009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788009	2011-12-01	233   	Atlantic	GA03    	-32.49367	-169.99517	KN204    	18
SRR5788010	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788010/SRR5788010_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788010/SRR5788010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788010	2011-12-01	184   	Atlantic	GA03    	-32.494  	-157.00883	KN204    	18
SRR5788011	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788011/SRR5788011_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788011/SRR5788011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788011	2011-12-01	113.9 	Atlantic	GA03    	-32.494  	-157.00883	KN204    	18
SRR5788012	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788012/SRR5788012_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788012/SRR5788012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788012	2011-12-01	75.1  	Atlantic	GA03    	-32.494  	-157.00883	KN204    	18
SRR5788013	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788013/SRR5788013_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788013/SRR5788013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788013	2011-11-10	28.4  	Atlantic	GA03    	-32.494  	-153.00567	KN204    	3
SRR5788014	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788014/SRR5788014_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788014/SRR5788014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788014	2011-12-01	283.9 	Atlantic	GA03    	-32.494  	-153.00567	KN204    	18
SRR5788015	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788015/SRR5788015_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788015/SRR5788015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788015	2011-03-22	10    	Atlantic	GA02    	-32.494  	-153.00567	JC057    	14
SRR5788016	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788016/SRR5788016_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788016/SRR5788016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788016	2011-03-20	49    	Atlantic	GA02    	-32.494  	-157.00883	JC057    	13
SRR5788017	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788017/SRR5788017_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788017/SRR5788017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788017	2011-03-18	150   	Atlantic	GA02    	-32.494  	-157.00883	JC057    	12
SRR5788018	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788018/SRR5788018_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788018/SRR5788018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788018	2011-03-18	49    	Atlantic	GA02    	-32.494  	-153.00567	JC057    	12
SRR5788019	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788019/SRR5788019_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788019/SRR5788019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788019	2011-03-18	9     	Atlantic	GA02    	-32.49483	-154.00417	JC057    	12
SRR5788020	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788020/SRR5788020_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788020/SRR5788020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788020	2011-03-17	151   	Atlantic	GA02    	-32.49483	-154.00417	JC057    	11
SRR5788021	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788021/SRR5788021_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788021/SRR5788021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788021	2011-03-17	50    	Atlantic	GA02    	-32.495  	-168.002  	JC057    	11
SRR5788022	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788022/SRR5788022_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788022/SRR5788022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788022	2011-03-17	10    	Atlantic	GA02    	-32.495  	-168.002  	JC057    	11
SRR5788023	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788023/SRR5788023_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788023/SRR5788023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788023	2011-03-15	150   	Atlantic	GA02    	-32.495  	-168.002  	JC057    	10
SRR5788024	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788024/SRR5788024_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788024/SRR5788024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788024	2011-03-15	50    	Atlantic	GA02    	-32.495  	-157.9945 	JC057    	10
SRR5788025	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788025/SRR5788025_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788025/SRR5788025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788025	2011-11-30	110.7 	Atlantic	GA03    	-32.495  	-157.9945 	KN204    	16
SRR5788026	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788026/SRR5788026_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788026/SRR5788026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788026	2010-10-20	81.5  	Atlantic	GA10    	-32.495  	-157.9945 	D357     	2
SRR5788027	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads	/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788027/SRR5788027_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788027/SRR5788027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788027	2010-10-20	101.9 	Atlantic	GA10    	-32.495  	-157.9945 	D357     	2
